Date,ABNB,TSLA,F,ZM,INTC,SP500
4/13/2021,177.95,254.1064,12.2,342.75,65.22,4141.593759
4/14/2021,176.43,244.0764,12.24,329.2,64.19,4124.66063
4/15/2021,175.35,246.28307,12.24,332.38,65.02,4170.42279
4/16/2021,178.69,246.59308,12.23,329.95,64.75,4185.468711
4/19/2021,174.58,238.20975,12.11,324.33,63.63,4163.258095
4/20/2021,169.57,239.66309,11.45,321.78,62.7,4134.939425
4/21/2021,167.07,248.03973,11.73,322.76,63.7,4173.421559
4/22/2021,170.71,239.89642,11.94,328.32,62.57,4134.981665
4/23/2021,174.25,243.13309,12.22,336.88,59.24,4180.167376
4/26/2021,174.88,246.06644,12.27,336.42,58.76,4187.61747
4/27/2021,177.94,234.91309,12.49,333.49,57.97,4186.718222
4/28/2021,180,231.46643,12.43,331.25,57.62,4183.183002
4/29/2021,177.68,225.66643,11.26,321.1,58.28,4211.474874
4/30/2021,172.71,236.47978,11.54,319.57,57.53,4181.174895
5/3/2021,168.11,228.29977,11.63,313.92,57.26,4192.657608
5/4/2021,168.9,224.5331,11.41,304.85,56.9,4164.659037
5/5/2021,162.33,223.64644,11.61,297.59,56.85,4167.587767
5/6/2021,153.64,221.17976,11.74,293.05,57.19,4201.61878
5/7/2021,151.21,224.1231,11.82,295.24,57.67,4232.601378
5/10/2021,146.73,209.67978,11.71,288.49,55.97,4188.42735
5/11/2021,142.73,205.73312,11.58,300.25,55.04,4152.095308
5/12/2021,140.25,196.6298,11.33,289.7,53.62,4063.03788
5/13/2021,135.75,190.56314,11.55,290.16,54.01,4112.496014
5/14/2021,141.2,196.57979,11.84,307.89,55.35,4173.854094
5/17/2021,132.5,192.27647,12.15,308.93,55.33,4163.290455
5/18/2021,135.02,192.62312,12.14,312.86,54.84,4127.829825
5/19/2021,138.19,187.81981,12.11,310.46,55.36,4115.676785
5/20/2021,136.2,195.59314,12.49,324.71,55.95,4159.124418
5/21/2021,134.71,193.62646,13.33,316.4,56.08,4155.857812
5/24/2021,135.91,202.14645,13.06,321.56,56.96,4197.047252
5/25/2021,133.99,201.56313,12.81,321.28,56.87,4188.134113
5/26/2021,134.75,206.37645,13.9,326.05,56.92,4195.993634
5/27/2021,143.17,210.28311,14.88,326.43,57.73,4200.875802
5/28/2021,140.4,208.40643,14.53,331.53,57.12,4204.110546
6/1/2021,144.31,207.96646,14.81,327.72,56.89,4202.041609
6/2/2021,151,201.70645,14.91,327.11,57.48,4208.11922
6/3/2021,144.19,190.9465,15.99,319.01,56.24,4192.854814
6/4/2021,150.73,199.68312,15.97,336,57.37,4229.890604
6/7/2021,148.97,201.7098,15.88,342.66,57.09,4226.520178
6/8/2021,147.01,201.19649,15.63,341.26,57,4227.255004
6/9/2021,144.85,199.59314,15.48,333.63,57,4219.546831
6/10/2021,146.12,203.37312,15.11,346.5,57.38,4239.184154
6/11/2021,148.44,203.29646,15.28,366.4,57.85,4247.439785
6/14/2021,149.21,205.89645,14.87,365.91,58.19,4255.15033
6/15/2021,151.78,199.78645,15,359,57.99,4246.593978
6/16/2021,149.15,201.62312,15.02,361.83,57.22,4223.704192
6/17/2021,150.7,205.53311,14.77,372.95,57.18,4221.858332
6/18/2021,152.52,207.76978,14.52,374.24,55.67,4166.453237
6/21/2021,149.7,206.94313,14.78,369.25,55.87,4224.787804
6/22/2021,149.68,207.90314,14.91,374.65,55.87,4246.435018
6/23/2021,151.58,218.85645,15.42,376.92,55.26,4241.835989
6/24/2021,150.73,226.60643,15.26,373.4,56.07,4266.485781
6/25/2021,149.67,223.95644,15.19,372.47,55.91,4280.702422
6/28/2021,149.94,229.57309,14.96,388.86,57.48,4290.607785
6/29/2021,146.08,226.91977,15.01,394.73,56.75,4291.801656
6/30/2021,153.14,226.56645,14.86,387.03,56.14,4297.496632
7/1/2021,153.08,225.9731,14.91,386.48,56.01,4319.940081
7/2/2021,150.23,226.29977,14.93,388.89,56.76,4352.338879
7/6/2021,148.37,219.8598,14.5,401.12,56.09,4343.543069
7/7/2021,143.72,214.88312,14.23,393.91,55.96,4358.133227
7/8/2021,142.53,217.6031,14.06,386.01,55.39,4320.817646
7/9/2021,149.64,218.98311,14.48,385.08,55.99,4369.550998
7/12/2021,146.69,228.56645,14.61,379.12,56.73,4384.625725
7/13/2021,143.41,222.84642,14.42,378.39,56.87,4369.209766
7/14/2021,139.09,217.7931,14.25,360.61,56.52,4374.296633
7/15/2021,137.5,216.86644,14.01,356.81,55.81,4360.026744
7/16/2021,134.31,214.73976,13.61,361.97,54.97,4327.158154
7/19/2021,131.88,215.40643,13.28,354.2,54.64,4258.492631
7/20/2021,136.09,220.16644,13.91,355.81,55.24,4323.058604
7/21/2021,139.25,218.42976,14.19,352.97,56.23,4358.693294
7/22/2021,139.47,216.41978,13.91,361.39,55.96,4367.47506
7/23/2021,138.73,214.45978,13.82,359.23,53,4411.792422
7/26/2021,142,219.20644,14.03,373.14,54.31,4422.303542
7/27/2021,141.58,214.92645,13.79,367.54,53.18,4401.463058
7/28/2021,143.3,215.65977,13.86,369.49,53.07,4400.635507
7/29/2021,143.47,225.7831,14.39,386.02,53.7,4419.148765
7/30/2021,144.01,229.06645,13.95,378.1,53.72,4395.263972
8/2/2021,145.49,236.55643,13.91,378.96,53.68,4387.155946
8/3/2021,145.65,236.57974,14.02,374.88,54.06,4423.153624
8/4/2021,147.4,236.97308,13.32,400.58,53.9,4402.661048
8/5/2021,150.32,238.20975,13.71,398.68,53.89,4429.102989
8/6/2021,149.99,233.03308,13.8,383.47,53.92,4436.517757
8/9/2021,149.44,237.91975,13.75,383.34,54.05,4432.352995
8/10/2021,147.95,236.66309,13.82,372.55,53.94,4436.752879
8/11/2021,148.16,235.93976,13.93,358.56,54.14,4447.703577
8/12/2021,151.15,240.74976,13.9,362.86,53.54,4460.831919
8/13/2021,152.76,239.05643,13.59,355.24,53.49,4468.003244
8/16/2021,148.57,228.72308,13.46,348.41,53.47,4479.70872
8/17/2021,143.9,221.90312,12.99,345.54,52.69,4448.075405
8/18/2021,146.74,229.66309,13,340.93,52.19,4400.266336
8/19/2021,142.65,224.48976,12.67,332.38,52.44,4405.802893
8/20/2021,143.7,226.7531,12.57,336.86,52.01,4441.665182
8/23/2021,146.79,235.43309,12.73,341.3,53.23,4479.530464
8/24/2021,161.42,236.16309,13.08,340.25,53.81,4486.234137
8/25/2021,160.35,237.06644,13.17,337.74,53.81,4496.190894
8/26/2021,152.73,233.71977,12.9,340.63,53.13,4469.996354
8/27/2021,154.18,237.30643,13.31,340.81,53.89,4509.369089
8/30/2021,156.02,243.6364,13.05,347.5,53.94,4528.793664
8/31/2021,154.99,245.23973,13.03,289.5,54.06,4522.680119
9/1/2021,156.59,244.69644,13.11,290.86,53.67,4524.092271
9/2/2021,157.2,244.12975,13.01,295.09,53.73,4536.946164
9/3/2021,158,244.5231,12.89,298.29,53.51,4535.432645
9/7/2021,165,250.97307,12.95,299.96,53.65,4520.027755
9/8/2021,163.93,251.28973,13.03,293.6,53.57,4514.068525
9/9/2021,166,251.61974,12.76,295.86,53.4,4493.284297
9/10/2021,165.2,245.42308,12.68,301.5,53.84,4458.579855
9/13/2021,160.32,247.66641,12.99,290.24,54.99,4468.726298
9/14/2021,163.3,248.16307,12.86,281.44,54.52,4443.049865
9/15/2021,166.37,251.94307,13.22,279.12,55.12,4480.701494
9/16/2021,168.15,252.32973,13.4,278.22,54.83,4473.752752
9/17/2021,166.59,253.16307,13.55,287.68,54.26,4432.98748
9/20/2021,161.64,243.38974,12.82,280.67,52.98,4357.727866
9/21/2021,169.29,246.45975,12.77,278.24,52.87,4354.188856
9/22/2021,169.96,250.64641,13.23,277.95,53.5,4395.637139
9/23/2021,175.13,251.21307,13.71,276.19,54.03,4448.984053
9/24/2021,175.88,258.12973,13.78,272.36,54.22,4455.477916
9/27/2021,174.26,263.7864,14.16,272.88,54.66,4443.110401
9/28/2021,168.58,259.1864,14.31,261.89,54,4352.634347
9/29/2021,168.07,260.4364,14.3,257.41,53.49,4359.461058
9/30/2021,167.75,258.49307,14.16,261.5,53.28,4307.538751
10/1/2021,173.01,258.4064,14.16,267.51,53.86,4357.038875
10/4/2021,164.5,260.50974,14.35,259.58,53.47,4300.459012
10/5/2021,164.74,260.1964,14.29,257.12,53.95,4345.71622
10/6/2021,167.25,260.9164,14.12,253.65,53.98,4363.545162
10/7/2021,169.6,264.5364,14.89,256.27,54.18,4399.763308
10/8/2021,169.97,261.82974,15.12,255.05,53.81,4391.338052
10/11/2021,166.67,263.97974,15.09,253.97,53.44,4361.190486
10/12/2021,172.75,268.57303,15.64,255.49,52.17,4350.645968
10/13/2021,173.58,270.35974,15.51,266.24,52.26,4363.804508
10/14/2021,170.5,272.77307,15.45,267.01,53.9,4438.26438
10/15/2021,169.18,281.0097,15.7,266.32,54.46,4471.368454
10/18/2021,172.32,290.03638,15.56,274.23,54.47,4486.460492
10/19/2021,170.74,288.08972,15.42,276.4,55.21,4519.630612
10/20/2021,169.76,288.5997,16.04,275.71,55.37,4536.19214
10/21/2021,170.5,297.9997,16.55,274.78,56,4549.781347
10/22/2021,166.64,303.22638,16.28,277.58,49.46,4544.898253
10/25/2021,169.24,341.61963,16,279.79,49.41,4566.478002
10/26/2021,171.14,339.47632,15.94,278.7,48.28,4574.788837
10/27/2021,169.1,345.95297,15.51,272.81,47.89,4551.681135
10/28/2021,171.7,359.01297,16.86,276.58,48.08,4596.415079
10/29/2021,170.66,371.33295,17.08,274.65,49,4605.376648
11/1/2021,174.6,402.86295,17.95,278.94,49.55,4613.673008
11/2/2021,172.87,390.66626,18.01,280.29,49.86,4630.653361
11/3/2021,172.87,404.61957,18.63,285.66,50.39,4660.569583
11/4/2021,178.45,409.96964,19.42,282.2,50.31,4680.055843
11/5/2021,201.62,407.36295,19.29,264.7,50.92,4697.526805
11/8/2021,200.32,387.64624,20.15,259.9,51.55,4701.702043
11/9/2021,194.68,341.16632,20.12,258.4,51.2,4685.251177
11/10/2021,192.22,355.98294,19.36,251.26,50.76,4646.707668
11/11/2021,191.61,354.50296,19.55,247.6,50.53,4649.269203
11/12/2021,206.54,344.473,19.5,254.97,50.31,4682.847396
11/15/2021,207.21,337.79633,19.86,263.71,50.32,4682.803544
11/16/2021,207.04,351.5763,19.79,264.49,50.61,4700.89713
11/17/2021,199.11,363.00296,19.96,263.71,50.23,4688.6707
11/18/2021,204.33,365.45966,19.56,255.75,49.68,4704.541943
11/19/2021,196.42,379.01962,19.39,251.3,49.52,4697.955106
11/22/2021,181.73,385.62296,20.48,242.28,49.83,4682.943948
11/23/2021,178.27,369.6763,20.2,206.64,49.1,4690.698051
11/24/2021,179.89,371.9996,20.25,208.3,49.76,4701.464854
11/26/2021,173.86,360.63965,19.75,220.21,48.78,4594.618278
11/29/2021,180.08,378.99628,19.67,218.98,50,4655.270189
11/30/2021,172.54,381.58627,19.19,211.41,49.2,4567.001494
12/1/2021,163.08,364.99963,19.58,197.71,48.6,4513.036155
12/2/2021,169.6,361.53296,19.87,191.75,49.5,4577.100532
12/3/2021,166.75,338.32297,19.14,183.92,49.25,4538.427865
12/6/2021,180.85,336.33633,19.22,185.84,50.99,4591.671795
12/7/2021,183.14,350.58298,19.96,189.06,52.57,4686.745461
12/8/2021,186.49,356.3196,19.81,194.86,51.75,4701.207864
12/9/2021,181.46,334.59967,19.57,188.27,50.48,4667.453953
12/10/2021,180.42,339.00964,21.45,185.25,50.59,4712.024136
12/13/2021,171.04,322.13632,20.43,184.57,50,4668.972086
12/14/2021,167.96,319.50302,20.05,181.94,49.7,4634.087615
12/15/2021,168.14,325.32968,20.19,183.73,50.67,4709.853905
12/16/2021,156.38,308.973,20.35,182.4,50.83,4668.671197
12/17/2021,157.91,310.85635,19.77,199.74,50.62,4620.638985
12/20/2021,157.23,299.9797,19.42,197.97,49.6,4568.017243
12/21/2021,165.66,312.84302,19.61,199.42,50.77,4649.226641
12/22/2021,169.29,336.28964,20.14,193.13,50.97,4696.561572
12/23/2021,171.31,355.6663,20.25,191.65,51.31,4725.788242
12/27/2021,171.68,364.64627,20.8,187.44,51.94,4791.191955
12/28/2021,169.71,362.82294,20.76,183.77,51.76,4786.354117
12/29/2021,167.44,362.06293,20.56,181.81,51.83,4793.058121
12/30/2021,168.78,356.7796,20.47,190.52,51.74,4778.726906
12/31/2021,166.49,352.25964,20.77,183.91,51.5,4766.182972
1/3/2022,172.68,399.92627,21.77,184.26,53.21,4796.561248
1/4/2022,170.8,383.19626,24.31,179.85,53.14,4793.537223
1/5/2022,162.25,362.7063,23.66,174.88,53.87,4700.578368
1/6/2022,159.75,354.89963,24.46,176.33,54.01,4696.053828
1/7/2022,166.05,342.31964,24.44,171.6,53.44,4677.027657
1/10/2022,160.71,352.7063,23.85,172.56,55.21,4670.290379
1/11/2022,168.61,354.79965,24.35,175.97,55.91,4713.067322
1/12/2022,169.54,368.7396,24.47,170.65,55.74,4726.345723
1/13/2022,166,343.853,25.02,162.1,54.94,4659.02549
1/14/2022,163.99,349.86963,25.19,159.72,55.7,4662.854119
1/18/2022,154.69,343.503,24.38,157.7,54.76,4577.108401
1/19/2022,154.58,331.88303,22.45,157.23,53.62,4532.759623
1/20/2022,158,332.0897,21.65,155.81,52.04,4482.727603
1/21/2022,156.73,314.63303,20.65,147.66,52.04,4397.939175
1/24/2022,147.9,309.99966,20.39,152.95,51.94,4410.127426
1/25/2022,144.56,306.13306,19.98,145.89,51,4356.453875
1/26/2022,142.14,312.4697,19.91,140.33,51.69,4349.928636
1/27/2022,138.41,276.36636,19.55,136.81,48.05,4326.513682
1/28/2022,142.77,282.11636,19.54,143.81,47.73,4431.849119
1/31/2022,153.97,312.23965,20.3,154.28,48.82,4515.547579
2/1/2022,156.94,310.41635,20.66,155.68,48.95,4546.539026
2/2/2022,151.76,301.88635,20.63,148.11,49.51,4589.37656
2/3/2022,149.57,297.0464,19.89,137.94,48.28,4477.441954
2/4/2022,155.56,307.77304,17.96,144.1,48.01,4500.531457
2/7/2022,157.91,302.44638,17.89,141.44,48.18,4483.865293
2/8/2022,162.26,307.333,17.72,142.69,48.81,4521.538866
2/9/2022,169.53,310.66635,18.35,149.6,49.91,4587.178889
2/10/2022,171.95,301.51636,18.08,145.72,48.86,4504.084787
2/11/2022,166.53,286.66638,17.55,141.24,47.63,4418.636517
2/14/2022,169.66,291.9197,17.46,142.09,47.58,4401.666982
2/15/2022,180.07,307.47635,18.08,146.9,48.44,4471.074247
2/16/2022,186.64,307.79636,18.01,138.51,48.23,4475.0111
2/17/2022,183.6,292.11636,17.54,129.38,47.57,4380.258563
2/18/2022,174.9,285.6597,18.04,126.96,45.04,4348.869197
2/22/2022,165.24,273.84305,17.29,126.61,44.69,4304.757602
2/23/2022,150.04,254.67973,16.95,120.1,44.65,4225.504881
2/24/2022,158.26,266.92307,17.15,126.97,46.72,4288.696013
2/25/2022,155.09,269.9564,17.83,125.32,47.71,4384.654491
2/28/2022,151.49,290.14304,17.56,132.6,47.7,4373.939149
3/1/2022,151.01,288.12305,16.7,122.78,46.82,4306.258893
3/2/2022,157.53,293.2964,18.1,121.61,48.87,4386.544091
3/3/2022,151.69,279.76306,17.6,113.11,47.93,4363.486749
3/4/2022,142.7,279.4297,16.85,108.94,48.07,4328.872886
3/7/2022,131.59,268.19308,15.97,107.88,47.68,4201.087793
3/8/2022,142.13,274.7997,16.03,108.49,47.5,4170.704104
3/9/2022,148.31,286.32303,16.37,109.08,47.63,4277.880102
3/10/2022,151.8,279.43304,16.33,103.33,46.66,4259.524999
3/11/2022,145.14,265.1164,16.04,98.12,45.83,4204.311851
3/14/2022,138.5,255.4564,15.74,94.64,44.4,4173.111725
3/15/2022,143.95,267.29642,16.06,98.97,44.81,4262.445606
3/16/2022,155.75,280.07635,16.58,106.84,46.63,4357.857096
3/17/2022,157.55,290.53302,16.58,111.29,47.14,4411.667616
3/18/2022,167,301.7964,16.86,116.28,47.45,4463.11759
3/21/2022,161.8,307.05304,16.48,116.87,47.39,4461.180137
3/22/2022,166.44,331.32632,17.09,119.8,48.39,4511.606159
3/23/2022,164.16,333.03635,16.68,116.81,48.27,4456.236047
3/24/2022,170.83,337.97296,16.83,117.75,51.62,4520.161526
3/25/2022,167.22,336.87964,16.47,113.93,51.83,4543.056379
3/28/2022,167.65,363.9463,16.67,117.45,51.51,4575.516325
3/29/2022,175.52,366.52292,17.75,126.26,52.25,4631.604852
3/30/2022,173.63,364.66296,17.27,122.39,51.43,4602.448612
3/31/2022,171.76,359.19965,16.91,117.23,49.56,4530.413452
4/1/2022,173.07,361.5296,16.65,118.02,48.11,4545.855537
4/4/2022,177.02,381.81625,16.66,124.28,49.2,4582.636094
4/5/2022,171.21,363.75296,15.82,122.02,48.13,4525.12211
4/6/2022,164.66,348.5863,15.39,116.09,47.54,4481.153336
4/7/2022,165.91,352.41965,14.96,114.32,47.56,4500.209423
4/8/2022,162.56,341.82965,15.05,110.9,47.02,4488.281751
4/11/2022,160.25,325.30966,15.28,109.05,46.57,4412.528779
4/12/2022,160.11,328.983,15.36,106.58,46.5,4397.447236
4/13/2022,171.85,340.78964,15.51,114.89,47.01,4446.591793
4/14/2022,170.7,328.33298,15.48,110.31,45.67,4392.587662
4/18/2022,165.74,334.763,15.67,105.74,46.64,4391.690372
4/19/2022,170.12,342.7163,16.15,111.18,47.93,4462.210079
4/20/2022,164.55,325.733,16.05,103.7,48.11,4459.450335
4/21/2022,157.91,336.25967,15.7,100.95,47.5,4393.663475
4/22/2022,156.09,335.01633,15.13,100.17,46.54,4271.775619
4/25/2022,158.39,332.673,15.19,102.44,47.06,4296.116465
4/26/2022,153.04,292.1397,14.71,98.36,45.52,4175.197276
4/27/2022,152.23,293.83636,14.85,97.62,45.22,4183.955297
4/28/2022,159.74,292.50305,14.62,102.56,46.84,4287.501063
4/29/2022,153.21,290.25305,14.16,99.57,43.59,4131.92641
5/2/2022,152.78,300.9797,14.27,104.79,44.96,4155.377569
5/3/2022,145,303.083,14.56,103.53,45.06,4175.475703
5/4/2022,156.18,317.53967,14.98,108.98,46.54,4300.173766
5/5/2022,143.09,291.09305,14.53,100.84,44.6,4146.867602
5/6/2022,135.84,288.5497,14.21,96.38,44.3,4123.33565
5/9/2022,119.37,262.36972,13.37,92.34,43.07,3991.23738
5/10/2022,116.13,266.67972,13.35,90.68,44.01,4001.054695
5/11/2022,116.15,244.66641,12.83,84.8,42.83,3935.184603
5/12/2022,115.94,242.66641,12.44,84.97,42.84,3930.081903
5/13/2022,121.45,256.52975,13.5,94.84,43.6,4023.89127
5/16/2022,114.44,241.4564,13.05,88.92,43.08,4008.010483
5/17/2022,117.5,253.86974,13.53,90.94,44.4,4088.850412
5/18/2022,108.03,236.60309,12.78,84.69,42.35,3923.679764
5/19/2022,114.17,236.47308,12.85,90.94,42.01,3900.786939
5/20/2022,112.55,221.29977,12.5,89.74,41.65,3901.360576
5/23/2022,113.28,224.96645,12.83,89.33,42,3973.751583
5/24/2022,106.24,209.38644,12.42,94.34,41.67,3941.476943
5/25/2022,110.4,219.5998,12.71,102.34,42.2,3978.732681
5/26/2022,114.3,235.90974,13.12,107,43.48,4057.84078
5/27/2022,120.5,253.20973,13.63,110.42,44.55,4158.238361
5/31/2022,120.87,252.75307,13.68,107.45,44.42,4132.147782
6/1/2022,116.72,246.78973,13.55,107.65,44.11,4101.229812
6/2/2022,121.26,258.33307,13.89,112.24,44.84,4176.817943
6/3/2022,119.83,234.51642,13.5,109.42,43.39,4108.535408
6/6/2022,122.02,238.27975,13.46,111.01,43.34,4121.429431
6/7/2022,122.9,238.88641,13.74,115.04,43.53,4160.683327
6/8/2022,123.77,241.86641,13.53,115.46,41.23,4115.772471
6/9/2022,115.72,239.70642,13.28,110.4,40.01,4017.818495
6/10/2022,108.91,232.22978,12.75,109.07,39.18,3900.864476
6/13/2022,98.93,215.73645,11.81,103.32,37.77,3749.627287
6/14/2022,98.87,220.88977,12.2,106.86,37.93,3735.483134
6/15/2022,101.47,232.99976,12.27,112.93,38.65,3789.986325
